('5451', [0.08952866, -0.26049978, 0.0949548, -0.91171, -0.39831856, -0.4622397, 0.681211, -0.11372722, -0.020423586, -0.20774159, -0.3460046, -0.5395766, -0.07023196, -0.75971985, 0.59961206, -0.09827428, -0.36082456, -0.56509984, -0.10164464, 0.50633323, 1.2120863, 0.08995853, 0.27716765, -0.63465655, 0.103613436])
('4018', [1.0392765, -0.6760311, 0.73742384, 0.4253773, -0.17438644, 0.16948314, -0.34109056, -0.49052182, -0.69678664, -0.572039, -0.32201153, -0.46846947, -0.16646722, 0.5535645, 0.21159308, -0.018825263, -0.26363796, -0.3265902, 0.5074109, -0.025744691, 0.21538018, -0.7759208, 0.011916435, 0.7457156, -0.03438778])
('4056', [0.121437654, 0.1578133, 0.6801564, -0.2170588, -0.40598488, 0.45220408, -0.56444013, -0.091380954, -0.3461843, 0.44041747, -0.28717288, 0.11867533, 0.09332419, 0.7927227, -0.22412878, -0.20100012, -0.14727208, -0.6362224, 0.93953276, 0.3478695, -0.14609323, -1.2521683, -0.8206104, -0.038725596, 0.817836])
('710', [0.23078863, 0.22604474, 1.0769819, 0.19230069, -1.052387, 0.25333104, 0.33597425, -0.6764334, -1.4597763, -0.054270413, -0.12485197, 0.033197455, -0.060573086, 0.07192066, -0.20508517, 0.6302449, 0.4117447, 0.025321681, 0.23430538, -0.5203322, 0.49619195, -0.37587363, -0.22391604, 0.28745013, -0.948243])
('7735', [0.7682733, 1.141882, -0.06264004, 0.13943633, 0.13639484, -0.17059572, -0.20110033, -0.2485601, 0.31959885, 0.6837808, 0.330826, -0.08732752, -0.023338465, 0.4928212, 0.68249106, 0.17433323, -0.6057521, 1.2815201, -0.13244788, -0.325429, 0.19811437, -0.5347778, 0.045226693, -0.61636674, -0.25817478])
('6909', [0.30460748, -0.6417448, -0.41538525, -0.8873319, -0.86071116, -0.23511411, -0.02427166, -0.21358937, 0.14874892, 0.6590222, 0.22448628, -0.6981136, 0.50964105, -0.75125384, 0.29647297, 0.10443233, -0.15672942, 0.38175038, 0.3349759, -0.1695173, 0.077091485, -0.21036726, 0.32408217, -0.4870198, 0.07479592])
('205', [0.38474828, 0.14291747, 0.08634272, -0.20397212, -0.4676024, -0.27800834, 0.6156726, -0.7382456, -0.044295833, -0.22631551, 0.0068765758, 0.51772535, 0.09921723, 0.27452654, 1.0696331, -0.08825444, -0.284279, -0.21125706, 0.03525676, -0.58505994, 0.22777194, 0.74291986, 0.060618795, -0.111446604, 0.89638555])
('2760', [0.4434744, 0.2937136, -0.3911156, 0.41830054, 0.9015695, -0.26276985, -0.4347879, -0.49535668, -0.21845315, 0.21182893, 0.14661814, -0.30012062, 0.38364944, 0.4391811, -0.9095965, 0.9127217, -0.044477474, 0.42664704, 0.46770513, -0.42057225, 0.42703408, -0.37688643, 0.10269764, -1.581523, -0.06500691])
('5405', [-0.1857871, -0.029811453, 0.26163644, -0.27530655, 1.0764332, 0.58559036, 0.45177186, -0.5770241, 0.5844469, -0.06750574, 0.20061241, -0.3726872, -0.40260178, 0.37672853, -0.084663205, 0.44403037, 0.3561302, 0.52782375, 0.78770787, 0.40239948, -0.11451342, -0.28902012, -0.64614475, 0.04629144, 0.2638185])
('2014', [0.027739683, 0.082221046, -0.06029181, -0.3441323, -0.6803392, 0.27744678, -0.36832482, 0.35426754, -0.81493104, -0.009834745, 0.765116, -0.6193631, 0.120517, 0.6599158, -0.33270958, -0.16579476, -0.04040895, 0.18538418, 0.2936925, 0.3011097, -0.53378475, 1.661112, 0.077940226, -0.4961386, -0.59383994])
('4469', [0.5264879, 0.09348939, 0.5664961, 0.9596607, -0.48183712, -0.107666805, -0.7712538, 0.085997306, -1.295357, -0.12847349, -0.56789017, 0.29801217, 0.41460115, 0.37585366, -0.1187573, 0.06949337, -0.8794875, -0.1401862, 0.72400725, -0.74468064, 0.22650559, -0.050375547, -0.17957643, 0.13272674, 0.7622772])
('45', [0.42155507, -0.464155, 1.0097895, -0.038173094, -0.66561216, -0.09277256, -0.067751, -0.5165963, -0.5859677, 0.3981244, -0.016388308, 0.532617, 0.76595604, -0.38235378, 0.42809963, -0.49961543, 0.32544234, -0.6634943, -0.34657666, 0.06184465, 0.4964086, 0.5321293, 0.8252865, -0.5152592, 0.43789667])
('1486', [0.34161487, -0.56658345, -0.18069328, -0.2308347, -0.06740457, 0.40124762, -0.47219607, -1.0847774, 0.742537, 0.022213519, 0.7083535, -0.15200533, -0.0327857, -0.71116084, -0.23651317, 0.4543803, -0.07173749, -0.23723494, -0.22550501, -0.28917697, -0.29638985, -0.0072685117, 0.29003802, 0.48270768, 0.29696366])
('4137', [0.032489497, 0.2124028, 0.026739368, 0.35819957, -0.63923544, -0.23813018, -0.0598259, -0.5569713, -0.013559108, -0.084095575, 0.45147246, 0.3007253, 0.36354938, -0.18260203, -0.48599783, -0.04353375, 0.39545938, 0.86187994, -0.93510216, 0.34280688, -0.015223985, 0.19933297, -0.49318206, -0.29844084, 0.36025336])
('6979', [0.49232826, 0.09381882, -0.33414337, -0.30032453, -0.046884082, -0.57510906, 0.8120159, -0.5050015, -0.30128866, -0.6278884, -0.17104448, -0.28524673, 0.032051425, 0.24478263, 0.74233335, 0.274548, -0.058355678, -0.25756744, 0.6834926, -0.16724539, 0.1565836, 0.050552893, -0.16129935, -0.13125962, 0.82719773])
